T_source_in,T_source_out,P_source_bar,flow_source_kg_s,T_sink_in,T_sink_out,P_sink_bar,Energy_kWh,COP,P_comp_W,Q_evap_W,Q_cond_W,P_comp_kW,Q_evap_kW,Q_cond_kW
61.997551397822804,20.0,2.0,2.0,60.0,90.0,2.0,973.3553402410178,1.564446583135833,622172.3072768578,-351183.0329641598,-973355.3402410178,622.1723072768577,-351.1830329641598,-973.3553402410178
61.77187581734802,20.0,2.0,2.0,60.0,90.0,2.0,1007.0577383739565,1.531032302688424,657763.8738291858,-349293.86454477056,-1007057.7383739564,657.7638738291859,-349.29386454477054,-1007.0577383739565
58.965001885581216,20.0,2.0,2.0,60.0,90.0,2.0,1014.6085497511187,1.472992536670136,688807.6650033507,-325800.88474776794,-1014608.5497511188,688.8076650033507,-325.80088474776795,-1014.6085497511187
55.49409684300974,20.0,2.0,2.0,60.0,90.0,2.0,1012.2680221379676,1.4147527108454943,715508.8054455884,-296759.216692379,-1012268.0221379676,715.5088054455885,-296.75921669237897,-1012.2680221379676
53.805908203125,20.0,2.0,2.0,60.0,90.0,2.0,1004.6165666018398,1.3914753543174387,721979.4180937075,-282637.1485081324,-1004616.5666018398,721.9794180937075,-282.6371485081324,-1004.6165666018398
53.805908203125,20.0,2.0,2.0,60.0,90.0,2.0,1005.4396738258718,1.3910295531741357,722802.5253177393,-282637.1485081324,-1005439.6738258718,722.8025253177393,-282.6371485081324,-1005.4396738258718
54.371192521876196,20.0,2.0,2.0,60.0,90.0,2.0,1007.5926920099229,1.3989931412135264,720227.0420967956,-287365.6499131273,-1007592.6920099228,720.2270420967957,-287.3656499131273,-1007.5926920099229
56.00914349969463,20.0,2.0,2.0,60.0,90.0,2.0,968.3490917194367,1.4511864050813312,667280.98356542,-301068.1081540167,-968349.0917194367,667.28098356542,-301.0681081540167,-968.3490917194367
58.45154543248674,20.0,2.0,2.0,60.0,90.0,2.0,845.6428014719315,1.6133950611329184,524138.7071546662,-321504.0943172654,-845642.8014719315,524.1387071546662,-321.50409431726536,-845.6428014719315
61.3705709104467,20.0,2.0,2.0,60.0,90.0,2.0,829.153925963778,1.7158955857038634,483219.3362299825,-345934.5897337954,-829153.9259637779,483.2193362299825,-345.9345897337954,-829.153925963778
60.76256483376034,20.0,2.0,2.0,60.0,90.0,2.0,808.870206586755,1.7282632561555848,468024.88203448645,-340845.3245522686,-808870.206586755,468.02488203448644,-340.8453245522686,-808.870206586755
57.40756204572375,20.0,2.0,2.0,60.0,90.0,2.0,759.960484447247,1.699404782196779,447192.1536344417,-312768.3308128052,-759960.484447247,447.19215363444175,-312.76833081280523,-759.960484447247
54.76525251804924,20.0,2.0,2.0,60.0,90.0,2.0,715.4395860351804,1.6842687791062256,424777.562174391,-290662.02386078925,-715439.5860351804,424.777562174391,-290.66202386078925,-715.4395860351804
53.68483936551314,20.0,2.0,2.0,60.0,90.0,2.0,691.7900901576071,1.6866115453149308,410165.63184288726,-281624.4583147198,-691790.0901576071,410.16563184288725,-281.6244583147198,-691.7900901576071
53.77799629029795,20.0,2.0,2.0,60.0,90.0,2.0,667.2763673892536,1.733758675416735,384872.69125206466,-282403.6761371889,-667276.3673892536,384.87269125206467,-282.40367613718894,-667.2763673892536
54.9889185738046,20.0,2.0,2.0,60.0,90.0,2.0,653.3148868905142,1.8108309942814744,360781.81175032584,-292533.07514018833,-653314.8868905143,360.78181175032586,-292.5330751401883,-653.3148868905143
56.43416326750935,20.0,2.0,2.0,60.0,90.0,2.0,651.5471412547689,1.8780733620741072,346923.15774886083,-304623.98350590805,-651547.1412547689,346.92315774886083,-304.62398350590803,-651.5471412547689
58.591281868961346,20.0,2.0,2.0,60.0,90.0,2.0,647.3072825890504,1.993961175330707,324633.8447295453,-322673.4378595052,-647307.2825890504,324.6338447295453,-322.67343785950516,-647.3072825890504
60.60285840675482,20.0,2.0,2.0,60.0,90.0,2.0,633.2975581517965,2.155620476440299,293788.98793798685,-339508.57021380967,-633297.5581517965,293.78898793798686,-339.50857021380966,-633.2975581517965
59.63337248195694,20.0,2.0,2.0,60.0,90.0,2.0,621.6686450705182,2.1416595778129275,290274.25810845674,-331394.3869620615,-621668.6450705183,290.27425810845676,-331.3943869620615,-621.6686450705182
56.93245775087752,20.0,2.0,2.0,60.0,90.0,2.0,614.9884445639187,2.008483847385619,306195.36490892374,-308793.07965499506,-614988.4445639187,306.19536490892375,-308.79307965499504,-614.9884445639187
55.133154677348614,20.0,2.0,2.0,60.0,90.0,2.0,612.8863748051857,1.9203908185478982,319146.69081193546,-293739.68399325036,-612886.3748051857,319.14669081193546,-293.73968399325037,-612.8863748051857
53.843210798631105,20.0,2.0,2.0,60.0,90.0,2.0,616.5239600918959,1.8482330815492851,333574.78894117265,-282949.1711507232,-616523.9600918959,333.57478894117264,-282.9491711507232,-616.5239600918959
54.4731306158115,20.0,2.0,2.0,60.0,90.0,2.0,619.6990393500784,1.869487701851769,331480.6718098507,-288218.36754022766,-619699.0393500783,331.4806718098507,-288.21836754022763,-619.6990393500784
55.93868411708604,20.0,2.0,2.0,60.0,90.0,2.0,618.6216269547793,1.9444766541021645,318142.9952628665,-300478.63169191283,-618621.6269547794,318.14299526286646,-300.4786316919128,-618.6216269547793
57.245021724028845,20.0,2.0,2.0,60.0,90.0,2.0,616.4254259492129,2.0209536086256152,305017.1084176563,-311408.31753155676,-616425.425949213,305.0171084176563,-311.40831753155675,-616.4254259492129
59.34636634059473,20.0,2.0,2.0,60.0,90.0,2.0,575.8788735112063,2.332565748536204,246886.44848386274,-328992.4250273435,-575878.8735112062,246.88644848386275,-328.99242502734353,-575.8788735112063
59.88858130367254,20.0,2.0,2.0,60.0,90.0,2.0,572.8989517097411,2.393374980801083,239368.65568720322,-333530.2960225379,-572898.9517097411,239.36865568720322,-333.5302960225379,-572.8989517097411
57.8227819055337,20.0,2.0,2.0,60.0,90.0,2.0,571.6298713926661,2.2382870679587255,255387.20192579296,-316242.6694668732,-571629.8713926661,255.38720192579297,-316.2426694668732,-571.6298713926661
56.24870864744952,20.0,2.0,2.0,60.0,90.0,2.0,561.2524254597948,2.1738799831917524,258180.04204433956,-303072.38341545523,-561252.4254597948,258.18004204433953,-303.07238341545525,-561.2524254597948
54.476757210154744,20.0,2.0,2.0,60.0,90.0,2.0,558.0164679157234,2.0685068538324525,269767.7635835972,-288248.70433212636,-558016.4679157234,269.76776358359723,-288.24870433212635,-558.0164679157234
54.40207910172285,20.0,2.0,2.0,60.0,90.0,2.0,549.131605711207,2.099868720794219,261507.5886760734,-287624.0170351336,-549131.605711207,261.5075886760734,-287.6240170351336,-549.131605711207
56.409001817035744,20.0,2.0,2.0,60.0,90.0,2.0,550.8203510481395,2.2354097725755007,246406.88155063332,-304413.4694975062,-550820.3510481395,246.40688155063333,-304.41346949750624,-550.8203510481395
59.20175028853964,20.0,2.0,2.0,60.0,90.0,2.0,549.2026195314072,2.4803607187876806,221420.46331061056,-327782.1562207967,-549202.6195314073,221.42046331061056,-327.7821562207967,-549.2026195314072
61.03136644044184,20.0,2.0,2.0,60.0,90.0,2.0,547.3571655189728,2.679683115306772,204261.9003688841,-343095.26515008864,-547357.1655189728,204.26190036888408,-343.09526515008866,-547.3571655189728
58.878192782414544,20.0,2.0,2.0,60.0,90.0,2.0,546.3732038311055,2.468939015724017,221298.7847619563,-325074.41906914924,-546373.2038311055,221.2987847619563,-325.07441906914926,-546.3732038311055
55.70661705943212,20.0,2.0,2.0,60.0,90.0,2.0,542.512731687142,2.2236352867080167,243975.59030028956,-298537.14138685254,-542512.731687142,243.97559030028955,-298.53714138685257,-542.512731687142
53.64804160720695,20.0,2.0,2.0,60.0,90.0,2.0,533.372177412617,2.116090090262892,252055.5149645607,-281316.6624480564,-533372.177412617,252.0555149645607,-281.3166624480564,-533.372177412617
53.526084918702736,20.0,2.0,2.0,60.0,90.0,2.0,549.7915863836116,2.040080633973486,269495.02741603745,-280296.5589675743,-549791.5863836117,269.49502741603743,-280.2965589675743,-549.7915863836116
54.10992238734701,20.0,2.0,2.0,60.0,90.0,2.0,540.0115060689684,2.119093596008825,254831.36143021006,-285180.14463875844,-540011.5060689684,254.83136143021005,-285.18014463875846,-540.0115060689684
55.2891945600453,20.0,2.0,2.0,60.0,90.0,2.0,519.835451280516,2.3125340714441878,224790.3966906211,-295045.05458989495,-519835.45128051605,224.7903966906211,-295.04505458989496,-519.835451280516
56.82944159156784,20.0,2.0,2.0,60.0,90.0,2.0,517.5916079429668,2.4687135860632186,209660.45266042958,-307931.1552825373,-517591.6079429668,209.66045266042957,-307.9311552825373,-517.5916079429668
58.747370580340544,20.0,2.0,2.0,60.0,90.0,2.0,517.0342640337296,2.678176015016121,193054.6241676417,-323979.6398660879,-517034.2640337296,193.05462416764172,-323.9796398660879,-517.0342640337296
59.289070582218926,20.0,2.0,2.0,60.0,90.0,2.0,516.0814572002618,2.7514287593033133,187568.5334229545,-328512.92377730727,-516081.45720026176,187.5685334229545,-328.51292377730726,-516.0814572002618
57.18439519960634,20.0,2.0,2.0,60.0,90.0,2.0,515.1138131715923,2.5224368751654493,204212.76672693956,-310901.04644465266,-515113.81317159225,204.21276672693955,-310.90104644465265,-515.1138131715923
55.14023888892393,20.0,2.0,2.0,60.0,90.0,2.0,514.23430062353,2.3328122880364957,220435.35318324124,-293798.9474402887,-514234.30062353,220.43535318324123,-293.7989474402887,-514.23430062353
53.452362975510425,20.0,2.0,2.0,60.0,90.0,2.0,513.2856925005316,2.197230333915195,233605.77385891057,-279679.918641621,-513285.69250053156,233.60577385891057,-279.679918641621,-513.2856925005316
53.532510957016996,20.0,2.0,2.0,60.0,90.0,2.0,512.3868294662925,2.208216313314332,232036.52032497054,-280350.30914132204,-512386.8294662925,232.03652032497052,-280.35030914132204,-512.3868294662925
55.341328995109734,20.0,2.0,2.0,60.0,90.0,2.0,511.1844876246336,2.3698501892638166,215703.2921070132,-295481.1955176204,-511184.4876246336,215.7032921070132,-295.48119551762045,-511.1844876246336
55.583166962199016,20.0,2.0,2.0,60.0,90.0,2.0,506.85577503939714,2.421076481555861,209351.4099619337,-297504.3650774634,-506855.7750393971,209.3514099619337,-297.5043650774634,-506.85577503939714
50.953376390047936,20.0,2.0,2.0,60.0,90.0,2.0,412.44190656267494,2.6840777225365664,153662.43052488807,-258779.47603778687,-412441.90656267497,153.66243052488807,-258.7794760377869,-412.44190656267494
50.702330934787994,20.0,2.0,2.0,60.0,90.0,2.0,369.59999999999997,3.2731153176309724,112919.94449725359,-256680.05550274643,-369599.99999999994,112.91994449725358,-256.6800555027464,-369.59999999999997
50.649628407976024,20.0,2.0,2.0,60.0,90.0,2.0,369.59999999999997,3.2603898802775766,113360.67573873517,-256239.32426126476,-369599.99999999994,113.36067573873517,-256.23932426126476,-369.59999999999997
50.59692588116394,20.0,2.0,2.0,60.0,90.0,2.0,369.59999999999997,3.247763056044559,113801.4053433241,-255798.59465667582,-369599.99999999994,113.8014053433241,-255.79859465667582,-369.59999999999997
50.5442233543518,20.0,2.0,2.0,60.0,90.0,2.0,369.59999999999997,3.2352337029453357,114242.13331590805,-255357.86668409186,-369599.99999999994,114.24213331590805,-255.35786668409185,-369.59999999999997
50.49152082753983,20.0,2.0,2.0,60.0,90.0,2.0,369.59999999999997,3.222800696565814,114682.85966111471,-254917.14033888525,-369599.99999999994,114.6828596611147,-254.91714033888525,-369.59999999999997
50.560503126303445,20.0,2.0,2.0,60.0,90.0,2.0,505.1744155806034,2.023284159819052,249680.40852244035,-255494.00705816312,-505174.4155806034,249.68040852244036,-255.4940070581631,-505.1744155806034
52.425431961232846,20.0,2.0,2.0,60.0,90.0,2.0,533.5431990913513,2.0329128251293693,262452.57174635516,-271090.6273449962,-533543.1990913514,262.45257174635515,-271.0906273449962,-533.5431990913513
51.56213920187054,20.0,2.0,2.0,60.0,90.0,2.0,540.9665289060722,1.9522712447250985,277095.9877464396,-263870.5411596326,-540966.5289060723,277.09598774643956,-263.87054115963264,-540.9665289060723
55.50479132403905,20.0,2.0,2.0,60.0,90.0,2.0,532.057332315515,2.262065354549807,235208.6473741181,-296848.68494139693,-532057.332315515,235.2086473741181,-296.8486849413969,-532.057332315515
57.67608780913582,20.0,2.0,2.0,60.0,90.0,2.0,541.2410776058191,2.3924807926000025,226225.8820550995,-315015.19555071957,-541241.0776058191,226.2258820550995,-315.01519555071957,-541.2410776058191
59.35195207068381,20.0,2.0,2.0,60.0,90.0,2.0,560.4972792077558,2.4215927655228926,231458.10773296066,-329039.17147479503,-560497.2792077558,231.45810773296066,-329.039171474795,-560.4972792077558
58.08424347674821,20.0,2.0,2.0,60.0,90.0,2.0,581.1553373825064,2.2120305414368104,262724.8252210029,-318430.51216150355,-581155.3373825065,262.7248252210029,-318.43051216150354,-581.1553373825064
55.95754222760144,20.0,2.0,2.0,60.0,90.0,2.0,651.265541541012,1.857419899767898,350629.1397127778,-300636.4018282341,-651265.541541012,350.6291397127778,-300.63640182823406,-651.265541541012
53.8475819209018,20.0,2.0,2.0,60.0,90.0,2.0,684.1464173686496,1.705417419594484,401160.6833072731,-282985.7340613766,-684146.4173686496,401.1606833072731,-282.9857340613766,-684.1464173686496
53.46930458351892,20.0,2.0,2.0,60.0,90.0,2.0,699.0972200121549,1.6673930656204696,419275.59519507,-279821.62481708475,-699097.2200121549,419.27559519507,-279.82162481708474,-699.0972200121549
54.2085205566795,20.0,2.0,2.0,60.0,90.0,2.0,726.1629017107646,1.6497778246847585,440157.99633476144,-286004.9053760032,-726162.9017107646,440.15799633476144,-286.0049053760032,-726.1629017107646
55.666942927008336,20.0,2.0,2.0,60.0,90.0,2.0,756.0256471052732,1.6513585167143758,457820.41843312077,-298205.22867215256,-756025.6471052732,457.8204184331208,-298.20522867215254,-756.0256471052733
57.153105298495234,20.0,2.0,2.0,60.0,90.0,2.0,772.5341874728483,1.6725322333501491,461894.947115866,-310639.2403569823,-772534.1874728483,461.894947115866,-310.63924035698227,-772.5341874728483
58.91039668097312,20.0,2.0,2.0,60.0,90.0,2.0,790.9545174031446,1.6987468035751498,465610.5993774452,-325343.91802569956,-790954.5174031446,465.61059937744517,-325.34391802569957,-790.9545174031447
58.20071854161631,20.0,2.0,2.0,60.0,90.0,2.0,817.8915007816962,1.6407500853646289,498486.3374850495,-319405.16329664673,-817891.5007816962,498.4863374850495,-319.4051632966467,-817.8915007816962
56.033284127594015,20.0,2.0,2.0,60.0,90.0,2.0,824.5878691657413,1.5756923935505944,523317.79511079064,-301270.07405495056,-824587.8691657413,523.3177951107906,-301.27007405495056,-824.5878691657413
54.16845864482963,20.0,2.0,2.0,60.0,90.0,2.0,849.3850762124853,1.5067625446511757,563715.2842879585,-285669.7919245269,-849385.0762124853,563.7152842879585,-285.6697919245269,-849.3850762124853
53.46334984210563,20.0,2.0,2.0,60.0,90.0,2.0,868.8677868058543,1.4749172144842841,589095.9697759446,-279771.81702990964,-868867.7868058543,589.0959697759446,-279.77181702990964,-868.8677868058543
54.82087076880612,20.0,2.0,2.0,60.0,90.0,2.0,875.4718070119665,1.498211720771303,584344.5187848749,-291127.28822709154,-875471.8070119665,584.3445187848749,-291.1272882270915,-875.4718070119665
56.950344270568905,20.0,2.0,2.0,60.0,90.0,2.0,875.116060949961,1.5456681210036385,566173.3259929873,-308942.73495697376,-875116.0609499611,566.1733259929872,-308.94273495697377,-875.116060949961
57.59595997777831,20.0,2.0,2.0,60.0,90.0,2.0,871.7614920203397,1.5639312396862013,557416.7648158601,-314344.7272044796,-871761.4920203397,557.4167648158601,-314.3447272044796,-871.7614920203397
57.25215693023961,20.0,2.0,2.0,60.0,90.0,2.0,922.6987530917462,1.5095751926393048,611230.73404414,-311468.01904760627,-922698.7530917462,611.2307340441399,-311.4680190476063,-922.6987530917462
56.61097778023941,20.0,2.0,2.0,60.0,90.0,2.0,994.9809657135278,1.4443507833172828,688877.6446870654,-306103.32102646236,-994980.9657135278,688.8776446870654,-306.10332102646237,-994.9809657135278
56.19317534682551,20.0,2.0,2.0,60.0,90.0,2.0,1008.0285454954125,1.4289748500287582,705420.7745329638,-302607.7709624485,-1008028.5454954124,705.4207745329637,-302.6077709624485,-1008.0285454954125
56.39383881502181,20.0,2.0,2.0,60.0,90.0,2.0,1012.0520532033033,1.429925775708703,707765.4451691437,-304286.6080341597,-1012052.0532033034,707.7654451691437,-304.2866080341597,-1012.0520532033033
56.86201044904851,20.0,2.0,2.0,60.0,90.0,2.0,1039.8182357447904,1.42126505141072,731614.5814692953,-308203.6542754949,-1039818.2357447904,731.6145814692953,-308.2036542754949,-1039.8182357447904
57.82457446879721,20.0,2.0,2.0,60.0,90.0,2.0,1068.0775559683213,1.4206561630748789,751819.8869855788,-316257.66898274276,-1068077.5559683214,751.8198869855788,-316.25766898274276,-1068.0775559683213
59.823112663154745,20.0,2.0,2.0,60.0,90.0,2.0,1072.1776817608586,1.4504660130817804,739195.31522343,-332982.36653742846,-1072177.6817608585,739.19531522343,-332.98236653742845,-1072.1776817608586
60.280110079185135,20.0,2.0,2.0,60.0,90.0,2.0,1076.8112249410442,1.4551424143144431,740004.0122178412,-336807.212723203,-1076811.224941044,740.0040122178413,-336.807212723203,-1076.8112249410442
58.14155411424093,20.0,2.0,2.0,60.0,90.0,2.0,1081.2642514017302,1.418322732686138,762354.1712216245,-318910.0801801059,-1081264.2514017303,762.3541712216245,-318.9100801801059,-1081.2642514017302
56.06457686491672,20.0,2.0,2.0,60.0,90.0,2.0,1082.2873308969004,1.3862052774201215,780755.4541353028,-301531.8767615974,-1082287.3308969003,780.7554541353028,-301.5318767615974,-1082.2873308969004
54.89850022840744,20.0,2.0,2.0,60.0,90.0,2.0,1082.4332457115718,1.3690308818658805,790656.5586280283,-291776.6870835435,-1082433.2457115718,790.6565586280283,-291.7766870835435,-1082.4332457115718
55.10431975079905,20.0,2.0,2.0,60.0,90.0,2.0,1082.6045630779392,1.3719378980213515,789106.0992187058,-293498.46385923354,-1082604.5630779392,789.1060992187058,-293.49846385923354,-1082.6045630779392
56.383730596632915,20.0,2.0,2.0,60.0,90.0,2.0,1073.7122694830512,1.395319028877149,769510.2318980746,-304202.0375849767,-1073712.2694830513,769.5102318980746,-304.2020375849767,-1073.7122694830512
59.120760541147206,20.0,2.0,2.0,60.0,90.0,2.0,1081.2281812332544,1.433754206346706,754123.8075864415,-327104.37364681304,-1081228.1812332545,754.1238075864416,-327.10437364681303,-1081.2281812332544
61.70265676273192,20.0,2.0,2.0,60.0,90.0,2.0,1089.9097566742646,1.4704757529985004,741195.3270577838,-348714.42961648054,-1089909.7566742646,741.1953270577839,-348.7144296164805,-1089.9097566742646
60.56130671190505,20.0,2.0,2.0,60.0,90.0,2.0,1090.1812596566358,1.4515999149413168,751020.4763966992,-339160.78325993655,-1090181.2596566358,751.0204763966992,-339.1607832599365,-1090.1812596566358
57.04231750183283,20.0,2.0,2.0,60.0,90.0,2.0,1089.1234808152246,1.3973669733287115,779411.2080814316,-309712.2727337929,-1089123.4808152246,779.4112080814316,-309.7122727337929,-1089.1234808152246
55.02310256136002,20.0,2.0,2.0,60.0,90.0,2.0,1085.301096206011,1.3694961143411173,792482.055875101,-292819.0403309101,-1085301.096206011,792.482055875101,-292.8190403309101,-1085.301096206011
54.33800019136834,20.0,2.0,2.0,60.0,90.0,2.0,1077.9944067612516,1.3629860523562225,790906.4108893118,-287087.99587193964,-1077994.4067612516,790.9064108893118,-287.08799587193965,-1077.9944067612516
55.92497723402113,20.0,2.0,2.0,60.0,90.0,2.0,1075.1885428257845,1.3876541394690942,774824.5850634967,-300363.9577622877,-1075188.5428257845,774.8245850634967,-300.36395776228767,-1075.1885428257845
58.2465183887565,20.0,2.0,2.0,60.0,90.0,2.0,1074.3943945265087,1.4237819778809697,754605.9798604429,-319788.4146660658,-1074394.3945265086,754.605979860443,-319.78841466606576,-1074.3943945265087
61.6529987924925,20.0,2.0,2.0,60.0,90.0,2.0,1075.4991846612747,1.4789583783959188,727200.4407776258,-348298.743883649,-1075499.1846612748,727.2004407776258,-348.298743883649,-1075.4991846612747
61.98117711735563,20.0,2.0,2.0,60.0,90.0,2.0,1083.9171799185904,1.4790008799899779,732871.2204187028,-351045.95949988766,-1083917.1799185905,732.8712204187028,-351.04595949988766,-1083.9171799185904
58.88148348896004,20.0,2.0,2.0,60.0,90.0,2.0,1056.1705927903872,1.4446941663486375,731068.6354190685,-325101.9573713186,-1056170.592790387,731.0686354190685,-325.1019573713186,-1056.1705927903872
56.485273807362944,20.0,2.0,2.0,60.0,90.0,2.0,1023.7644944364561,1.4244415348399344,718712.8916115867,-305051.6028248695,-1023764.494436456,718.7128916115867,-305.0516028248695,-1023.7644944364561
56.210302490652,20.0,2.0,2.0,60.0,90.0,2.0,1030.512692857075,1.4160030569619302,727761.6300264675,-302751.0628306076,-1030512.6928570751,727.7616300264675,-302.75106283060757,-1030.512692857075
56.174656009918806,20.0,2.0,2.0,60.0,90.0,2.0,1028.2400183983275,1.416723851457022,725787.186642506,-302452.8317558213,-1028240.0183983275,725.7871866425061,-302.4528317558213,-1028.2400183983275
56.67702606547482,20.0,2.0,2.0,60.0,90.0,2.0,1027.7023640558218,1.425292896010058,721046.4367939777,-306655.92726184404,-1027702.3640558218,721.0464367939777,-306.65592726184406,-1027.7023640558218
